creator_id,tier,is_sampled,is_posted,gmv
L3_0285,L3+,0,0,431.71
L3_0286,L3+,0,0,18.3
L3_0287,L3+,0,0,313.3
L3_0288,L3+,0,0,391.15
L3_0289,L3+,0,0,168.82
L3_0290,L3+,0,0,446.82
L3_0291,L3+,0,0,15.49
L3_0292,L3+,0,0,19.03
L3_0293,L3+,0,0,864.68
L3_0294,L3+,0,0,223.29
L3_0295,L3+,0,0,67.94
L3_0296,L3+,0,0,369.33
L3_0297,L3+,0,0,734.82
L3_0298,L3+,0,0,121.56
L3_0299,L3+,0,0,487.61
L3_0300,L3+,0,0,44.61
L3_0301,L3+,0,0,26.53
L3_0302,L3+,0,0,378.95
L3_0303,L3+,0,0,388.96
L3_0304,L3+,0,0,507.27
L3_0305,L3+,0,0,647.48
L3_0306,L3+,0,0,1861.78
L3_0307,L3+,0,0,363.15
L3_0308,L3+,0,0,195.01
L3_0309,L3+,0,0,792.83
L3_0310,L3+,0,0,157.93
L3_0311,L3+,0,0,288.99
L3_0312,L3+,0,0,40.85
L3_0313,L3+,0,0,12.84
L3_0314,L3+,0,0,1643.69
L3_0315,L3+,0,0,903.88
L3_0316,L3+,0,0,595.32
L3_0317,L3+,0,0,262.93
L3_0318,L3+,0,0,95.15
L3_0319,L3+,0,0,85.06
L3_0320,L3+,0,0,144.0
L3_0321,L3+,0,0,398.4
L3_0322,L3+,0,0,626.92
L3_0323,L3+,0,0,539.7
L3_0324,L3+,0,0,164.21
L3_0325,L3+,0,0,1549.05
L3_0326,L3+,0,0,669.51
L3_0327,L3+,0,0,404.12
L3_0328,L3+,0,0,473.02
L3_0329,L3+,0,0,272.02
L3_0330,L3+,0,0,142.33
L3_0331,L3+,0,0,220.01
L3_0332,L3+,0,0,709.09
L3_0333,L3+,0,0,7.25
L3_0334,L3+,0,0,61.69
L3_0335,L3+,0,0,23.55
L3_0336,L3+,0,0,20.79
L3_0337,L3+,0,0,967.1
L3_0338,L3+,0,0,608.12
L3_0339,L3+,0,0,321.39
L3_0340,L3+,0,0,51.48
L3_0341,L3+,0,0,338.26
L3_0342,L3+,0,0,320.73
L3_0343,L3+,0,0,95.1
L3_0344,L3+,0,0,284.45
L3_0345,L3+,0,0,254.17
L3_0346,L3+,0,0,478.36
L3_0347,L3+,0,0,504.06
L3_0348,L3+,0,0,23.18
L3_0349,L3+,0,0,234.69
L3_0350,L3+,0,0,491.56
L3_0351,L3+,0,0,349.72
L3_0352,L3+,0,0,970.67
L3_0353,L3+,0,0,537.49
L3_0354,L3+,0,0,88.93
L3_0355,L3+,0,0,36.59
L3_0356,L3+,0,0,514.2
L3_0357,L3+,0,0,13.43
L3_0358,L3+,0,0,440.67
L3_0359,L3+,0,0,1408.63
L3_0360,L3+,0,0,428.39
L3_0361,L3+,0,0,245.65
L3_0362,L3+,0,0,515.41
L3_0363,L3+,0,0,306.48
L3_0364,L3+,0,0,394.41
L3_0365,L3+,0,0,1419.06
L3_0366,L3+,0,0,243.96
L3_0367,L3+,0,0,1624.55
L3_0368,L3+,0,0,1178.79
L3_0369,L3+,0,0,108.95
L3_0370,L3+,0,0,35.94
L3_0371,L3+,0,0,53.11
L3_0372,L3+,0,0,9.19
L3_0373,L3+,0,0,49.6
L3_0374,L3+,0,0,574.44
L3_0375,L3+,0,0,36.92
L3_0376,L3+,0,0,192.08
L3_0377,L3+,0,0,931.76
L3_0378,L3+,0,0,11.77
L3_0379,L3+,0,0,842.27
L3_0380,L3+,0,0,165.54
L3_0381,L3+,0,0,62.88
L3_0382,L3+,0,0,596.58
L3_0383,L3+,0,0,495.7
L3_0384,L3+,0,0,1049.71
L3_0385,L3+,0,0,664.15
L3_0386,L3+,0,0,813.5
L3_0387,L3+,0,0,165.67
L3_0388,L3+,0,0,97.67
L3_0389,L3+,0,0,694.38
L3_0390,L3+,0,0,822.1
L3_0391,L3+,0,0,2328.5
L3_0392,L3+,0,0,266.04
L3_0393,L3+,0,0,232.62
L3_0394,L3+,0,0,748.98
L3_0395,L3+,0,0,208.37
L3_0396,L3+,0,0,1335.07
L3_0397,L3+,0,0,977.42
L3_0398,L3+,0,0,280.18
L3_0399,L3+,0,0,694.89
L3_0400,L3+,0,0,702.32
L3_0401,L3+,0,0,54.42
L3_0402,L3+,0,0,1164.22
L3_0403,L3+,0,0,351.85
L3_0404,L3+,0,0,875.67
L3_0405,L3+,0,0,192.87
L3_0406,L3+,0,0,1129.4
L3_0407,L3+,0,0,246.49
L3_0408,L3+,0,0,5.45
L3_0409,L3+,0,0,1178.95
L3_0410,L3+,0,0,47.86
L3_0411,L3+,0,0,192.33
L3_0412,L3+,0,0,1498.49
L3_0413,L3+,0,0,1503.97
L3_0414,L3+,0,0,426.0
L3_0415,L3+,0,0,499.62
L3_0416,L3+,0,0,297.51
L3_0417,L3+,0,0,173.51
L3_0418,L3+,0,0,199.24
L3_0419,L3+,0,0,558.16
L3_0420,L3+,0,0,697.92
L3_0421,L3+,0,0,784.1
L3_0422,L3+,0,0,779.42
L3_0423,L3+,0,0,47.82
L3_0424,L3+,0,0,341.02
L3_0425,L3+,0,0,29.64
L3_0426,L3+,0,0,398.73
L3_0427,L3+,0,0,291.28
L3_0428,L3+,0,0,1093.31
L3_0429,L3+,0,0,216.1
L3_0430,L3+,0,0,62.25
L3_0431,L3+,0,0,77.15
L3_0432,L3+,0,0,716.72
L3_0433,L3+,0,0,481.45
L3_0434,L3+,0,0,53.3
L3_0435,L3+,0,0,43.93
L3_0436,L3+,0,0,603.6
L3_0437,L3+,0,0,37.77
L3_0438,L3+,0,0,862.59
L3_0439,L3+,0,0,612.5
L3_0440,L3+,0,0,42.42
L3_0441,L3+,0,0,44.33
L3_0442,L3+,0,0,2157.73
L3_0443,L3+,0,0,234.42
L3_0444,L3+,0,0,231.53
L3_0445,L3+,0,0,837.79
L3_0446,L3+,0,0,1471.08
L3_0447,L3+,0,0,2134.39
L3_0448,L3+,0,0,699.95
L3_0449,L3+,0,0,236.01
L3_0450,L3+,0,0,43.6
L3_0451,L3+,0,0,750.62
L3_0452,L3+,0,0,408.68
L3_0453,L3+,0,0,276.02
L3_0454,L3+,0,0,1184.12
L3_0455,L3+,0,0,58.94
L3_0456,L3+,0,0,339.25
L3_0457,L3+,0,0,5.71
L3_0458,L3+,0,0,316.18
L3_0459,L3+,0,0,28.98
L3_0460,L3+,0,0,63.25
L3_0461,L3+,0,0,62.51
L3_0462,L3+,0,0,523.78
L3_0463,L3+,0,0,685.3
L3_0464,L3+,0,0,437.78
L3_0465,L3+,0,0,1637.36
L3_0466,L3+,0,0,234.9
L3_0467,L3+,0,0,168.23
L3_0468,L3+,0,0,1014.75
L3_0469,L3+,0,0,126.54
L3_0470,L3+,0,0,1651.44
L3_0471,L3+,0,0,6.11
L3_0472,L3+,0,0,1751.26
L3_0473,L3+,0,0,22.06
L3_0474,L3+,0,0,1108.86
L3_0475,L3+,0,0,375.07
L3_0476,L3+,0,0,2478.41
L3_0477,L3+,0,0,38.33
L3_0478,L3+,0,0,403.55
L3_0479,L3+,0,0,1741.79
L3_0480,L3+,0,0,370.22
L3_0481,L3+,0,0,496.31
L3_0482,L3+,0,0,594.95
L3_0483,L3+,0,0,303.06
L3_0484,L3+,0,0,493.84
L3_0485,L3+,0,0,438.91
L3_0486,L3+,0,0,1157.12
L3_0487,L3+,0,0,23.26
L3_0488,L3+,0,0,164.92
L3_0489,L3+,0,0,1502.0
L3_0490,L3+,0,0,1104.84
L3_0491,L3+,0,0,304.09
L3_0492,L3+,0,0,483.97
L3_0493,L3+,0,0,162.44
L3_0494,L3+,0,0,104.2
L3_0495,L3+,0,0,311.53
L3_0496,L3+,0,0,217.98
L3_0497,L3+,0,0,438.12
L3_0498,L3+,0,0,40.46
L3_0499,L3+,0,0,1832.48
L3_0500,L3+,0,0,2141.93
L3_0501,L3+,0,0,598.93
L3_0502,L3+,0,0,384.04
L3_0503,L3+,0,0,185.19
L3_0504,L3+,0,0,840.45
L3_0505,L3+,0,0,577.16
L3_0506,L3+,0,0,88.74
L3_0507,L3+,0,0,1209.15
L3_0508,L3+,0,0,864.5
L3_0509,L3+,0,0,1495.87
L3_0510,L3+,0,0,646.8
L3_0511,L3+,0,0,475.2
L3_0512,L3+,0,0,270.85
L3_0513,L3+,0,0,1349.51
L3_0514,L3+,0,0,1005.2
L3_0515,L3+,0,0,23.14
L3_0516,L3+,0,0,13.36
L3_0517,L3+,0,0,236.17
L3_0518,L3+,0,0,831.82
L3_0519,L3+,0,0,2182.14
L3_0520,L3+,0,0,81.5
L3_0521,L3+,0,0,450.86
L3_0522,L3+,0,0,239.74
L3_0523,L3+,0,0,1751.85
L3_0524,L3+,0,0,922.96
L3_0525,L3+,0,0,911.1
L3_0526,L3+,0,0,316.21
L3_0527,L3+,0,0,267.92
L3_0528,L3+,0,0,159.69
L3_0529,L3+,0,0,29.01
L3_0530,L3+,0,0,1000.21
L3_0531,L3+,0,0,838.06
L3_0532,L3+,0,0,4086.22
L3_0533,L3+,0,0,2847.44
L3_0534,L3+,0,0,405.33
L3_0535,L3+,0,0,732.64
L3_0536,L3+,0,0,1448.09
L3_0537,L3+,0,0,947.39
L3_0538,L3+,0,0,142.08
L3_0539,L3+,0,0,299.41
L3_0540,L3+,0,0,69.15
L3_0541,L3+,0,0,1540.11
L3_0542,L3+,0,0,465.92
L3_0543,L3+,0,0,129.8
L3_0544,L3+,0,0,556.91
L3_0545,L3+,0,0,481.34
L3_0546,L3+,0,0,221.71
L3_0547,L3+,0,0,60.27
L3_0548,L3+,0,0,556.72
L3_0549,L3+,0,0,367.31
L3_0550,L3+,0,0,739.9
L3_0551,L3+,0,0,367.15
L3_0552,L3+,0,0,955.89
L3_0553,L3+,0,0,401.38
L3_0554,L3+,0,0,411.56
L3_0555,L3+,0,0,1046.38
L3_0556,L3+,0,0,258.32
L3_0557,L3+,0,0,71.94
L3_0558,L3+,0,0,14.6
L3_0559,L3+,0,0,703.53
L3_0560,L3+,0,0,484.2
L3_0561,L3+,0,0,608.83
L3_0562,L3+,0,0,119.74
L3_0563,L3+,0,0,73.31
L3_0564,L3+,0,0,7.33
L3_0565,L3+,0,0,215.84
L3_0566,L3+,0,0,445.7
L3_0567,L3+,0,0,248.99
L3_0568,L3+,0,0,287.66
L3_0569,L3+,0,0,1172.53
L3_0570,L3+,0,0,214.05
L3_0571,L3+,0,0,360.76
L3_0572,L3+,0,0,765.44
L3_0573,L3+,0,0,252.54
L3_0574,L3+,0,0,486.55
L3_0575,L3+,0,0,991.57
L3_0576,L3+,0,0,1493.1
L3_0577,L3+,0,0,79.54
L3_0578,L3+,0,0,1305.83
L3_0579,L3+,0,0,338.75
L3_0580,L3+,0,0,149.37
L3_0581,L3+,0,0,307.29
L3_0582,L3+,0,0,1956.83
L3_0583,L3+,0,0,339.25
L3_0584,L3+,0,0,199.31
L3_0585,L3+,0,0,501.74
L3_0586,L3+,0,0,137.31
L3_0587,L3+,0,0,39.45
L3_0588,L3+,0,0,68.99
L3_0589,L3+,0,0,68.51
L3_0590,L3+,0,0,82.38
L3_0591,L3+,0,0,74.73
L3_0592,L3+,0,0,512.04
L3_0593,L3+,0,0,100.37
L3_0594,L3+,0,0,212.07
L3_0595,L3+,0,0,1135.49
L3_0596,L3+,0,0,321.19
L3_0597,L3+,0,0,550.64
L3_0598,L3+,0,0,94.56
L3_0599,L3+,0,0,106.78
L3_0600,L3+,0,0,20.86
L3_0601,L3+,0,0,92.52
L3_0602,L3+,0,0,163.27
L3_0603,L3+,0,0,97.41
L3_0604,L3+,0,0,46.44
L3_0605,L3+,0,0,64.28
L3_0606,L3+,0,0,308.81
L3_0607,L3+,0,0,115.55
L3_0608,L3+,0,0,226.49
L3_0609,L3+,0,0,350.0
L3_0610,L3+,0,0,586.23
L3_0611,L3+,0,0,20.05
L3_0612,L3+,0,0,803.25
L3_0613,L3+,0,0,494.3
L3_0614,L3+,0,0,42.65
L3_0615,L3+,0,0,1034.07
L3_0616,L3+,0,0,1268.35
L3_0617,L3+,0,0,31.51
L3_0618,L3+,0,0,162.09
L3_0619,L3+,0,0,820.47
L3_0620,L3+,0,0,689.68
L3_0621,L3+,0,0,101.99
L3_0622,L3+,0,0,117.45
L3_0623,L3+,0,0,231.39
L3_0624,L3+,0,0,331.33
L3_0625,L3+,0,0,481.5
L3_0626,L3+,0,0,230.16
L3_0627,L3+,0,0,310.45
L3_0628,L3+,0,0,688.11
L3_0629,L3+,0,0,18.69
L3_0630,L3+,0,0,145.47
L3_0631,L3+,0,0,624.75
L3_0632,L3+,0,0,1127.88
L3_0633,L3+,0,0,358.39
L3_0634,L3+,0,0,379.76
L3_0635,L3+,0,0,56.68
L3_0636,L3+,0,0,296.57
L3_0637,L3+,0,0,380.3
L3_0638,L3+,0,0,138.85
L3_0639,L3+,0,0,156.84
L3_0640,L3+,0,0,236.83
L3_0641,L3+,0,0,10.14
L3_0642,L3+,0,0,194.36
L3_0643,L3+,0,0,118.78
L3_0644,L3+,0,0,198.37
L3_0645,L3+,0,0,63.78
L3_0646,L3+,0,0,1106.04
L3_0647,L3+,0,0,450.2
L3_0648,L3+,0,0,568.32
L3_0649,L3+,0,0,778.35
L3_0650,L3+,0,0,345.02
L3_0651,L3+,0,0,45.47
L3_0652,L3+,0,0,385.13
L3_0653,L3+,0,0,441.96
L3_0654,L3+,0,0,684.11
L3_0655,L3+,0,0,282.52
L3_0656,L3+,0,0,68.24
L3_0657,L3+,0,0,166.88
L3_0658,L3+,0,0,225.56
L3_0659,L3+,0,0,519.11
L3_0660,L3+,0,0,422.89
L3_0661,L3+,0,0,220.1
L3_0662,L3+,0,0,2153.1
L3_0663,L3+,0,0,465.42
L3_0664,L3+,0,0,135.4
L3_0665,L3+,0,0,53.67
L3_0666,L3+,0,0,82.94
L3_0667,L3+,0,0,141.15
L3_0668,L3+,0,0,87.58
L3_0669,L3+,0,0,103.25
L3_0670,L3+,0,0,167.8
L3_0671,L3+,0,0,95.2
L3_0672,L3+,0,0,1135.38
L3_0673,L3+,0,0,41.82
L3_0674,L3+,0,0,371.71
L3_0675,L3+,0,0,264.15
L3_0676,L3+,0,0,2019.32
L3_0677,L3+,0,0,59.41
L3_0678,L3+,0,0,253.63
L3_0679,L3+,0,0,1744.53
L3_0680,L3+,0,0,1003.12
L3_0681,L3+,0,0,849.33
L3_0682,L3+,0,0,149.14
L3_0683,L3+,0,0,93.7
L3_0684,L3+,0,0,552.28
L3_0685,L3+,0,0,1325.19
L3_0686,L3+,0,0,406.83
L3_0687,L3+,0,0,423.86
L3_0688,L3+,0,0,164.24
L3_0689,L3+,0,0,733.74
L3_0690,L3+,0,0,103.54
L3_0691,L3+,0,0,195.54
L3_0692,L3+,0,0,277.07
L3_0693,L3+,0,0,354.24
L3_0694,L3+,0,0,138.81
L3_0695,L3+,0,0,60.99
L3_0696,L3+,0,0,471.6
L3_0697,L3+,0,0,170.28
L3_0698,L3+,0,0,435.23
L3_0699,L3+,0,0,83.83
L3_0700,L3+,0,0,328.06
L3_0701,L3+,0,0,380.27
L3_0702,L3+,0,0,26.61
L3_0703,L3+,0,0,205.19
L3_0704,L3+,0,0,72.17
L3_0705,L3+,0,0,32.74
L3_0706,L3+,0,0,2300.6
L3_0707,L3+,0,0,194.57
L3_0708,L3+,0,0,830.04
L3_0709,L3+,0,0,146.94
L3_0710,L3+,0,0,572.07
L3_0711,L3+,0,0,714.03
L3_0712,L3+,0,0,452.72
L3_0713,L3+,0,0,318.93
L3_0714,L3+,0,0,265.38
L3_0715,L3+,0,0,214.52
L3_0716,L3+,0,0,1326.28
L3_0717,L3+,0,0,887.8
L3_0718,L3+,0,0,1676.59
L3_0719,L3+,0,0,66.36
L3_0720,L3+,0,0,656.28
L3_0721,L3+,0,0,1393.06
L3_0722,L3+,0,0,99.98
L3_0723,L3+,0,0,34.41
L3_0724,L3+,0,0,675.7
L3_0725,L3+,0,0,427.21
L3_0726,L3+,0,0,922.04
L3_0727,L3+,0,0,75.28
L3_0728,L3+,0,0,793.03
L3_0729,L3+,0,0,112.59
L3_0730,L3+,0,0,89.36
L3_0731,L3+,0,0,89.72
L3_0732,L3+,0,0,842.55
L3_0733,L3+,0,0,547.11
L3_0734,L3+,0,0,370.19
L3_0735,L3+,0,0,222.23
L3_0736,L3+,0,0,1048.6
L3_0737,L3+,0,0,249.16
L3_0738,L3+,0,0,848.04
L3_0739,L3+,0,0,289.14
L3_0740,L3+,0,0,236.56
L3_0741,L3+,0,0,310.58
L3_0742,L3+,0,0,179.32
L3_0743,L3+,0,0,688.39
L3_0744,L3+,0,0,349.3
L3_0745,L3+,0,0,132.12
L3_0746,L3+,0,0,1149.17
L3_0747,L3+,0,0,242.17
L3_0748,L3+,0,0,392.14
L3_0749,L3+,0,0,1184.75
L3_0750,L3+,0,0,489.4
L3_0751,L3+,0,0,62.16
L3_0752,L3+,0,0,1405.31
L3_0753,L3+,0,0,494.04
L3_0754,L3+,0,0,203.91
L3_0755,L3+,0,0,74.99
L3_0756,L3+,0,0,790.0
L3_0757,L3+,0,0,483.89
L3_0758,L3+,0,0,381.21
L3_0759,L3+,0,0,1121.65
L3_0760,L3+,0,0,777.0
L3_0761,L3+,0,0,82.25
L3_0762,L3+,0,0,186.78
L3_0763,L3+,0,0,142.83
L3_0764,L3+,0,0,681.18
L3_0765,L3+,0,0,17.05
