creator_id,tier,is_sampled,is_posted,gmv
L4_0135,L4+,0,0,717.88
L4_0136,L4+,0,0,1947.64
L4_0137,L4+,0,0,189.25
L4_0138,L4+,0,0,780.34
L4_0139,L4+,0,0,798.78
L4_0140,L4+,0,0,1056.74
L4_0141,L4+,0,0,112.85
L4_0142,L4+,0,0,1006.53
L4_0143,L4+,0,0,1917.8
L4_0144,L4+,0,0,158.45
L4_0145,L4+,0,0,216.97
L4_0146,L4+,0,0,2843.34
L4_0147,L4+,0,0,159.71
L4_0148,L4+,0,0,1541.43
L4_0149,L4+,0,0,542.26
L4_0150,L4+,0,0,227.2
L4_0151,L4+,0,0,1636.8
L4_0152,L4+,0,0,471.47
L4_0153,L4+,0,0,578.58
L4_0154,L4+,0,0,356.07
L4_0155,L4+,0,0,719.06
L4_0156,L4+,0,0,142.85
L4_0157,L4+,0,0,396.86
L4_0158,L4+,0,0,2789.73
L4_0159,L4+,0,0,238.87
L4_0160,L4+,0,0,855.41
L4_0161,L4+,0,0,314.66
L4_0162,L4+,0,0,1187.91
L4_0163,L4+,0,0,112.21
L4_0164,L4+,0,0,2800.49
L4_0165,L4+,0,0,483.8
L4_0166,L4+,0,0,215.4
L4_0167,L4+,0,0,61.07
L4_0168,L4+,0,0,148.83
L4_0169,L4+,0,0,586.8
L4_0170,L4+,0,0,328.79
L4_0171,L4+,0,0,1412.33
L4_0172,L4+,0,0,450.94
L4_0173,L4+,0,0,228.78
L4_0174,L4+,0,0,768.08
L4_0175,L4+,0,0,981.46
L4_0176,L4+,0,0,146.22
L4_0177,L4+,0,0,146.77
L4_0178,L4+,0,0,29.89
L4_0179,L4+,0,0,1066.66
L4_0180,L4+,0,0,872.05
L4_0181,L4+,0,0,514.92
L4_0182,L4+,0,0,1487.19
L4_0183,L4+,0,0,1310.56
L4_0184,L4+,0,0,704.26
L4_0185,L4+,0,0,1621.61
L4_0186,L4+,0,0,184.38
L4_0187,L4+,0,0,94.95
L4_0188,L4+,0,0,251.49
L4_0189,L4+,0,0,47.02
L4_0190,L4+,0,0,606.01
L4_0191,L4+,0,0,2206.7
L4_0192,L4+,0,0,32.11
L4_0193,L4+,0,0,104.19
L4_0194,L4+,0,0,481.47
L4_0195,L4+,0,0,2172.97
L4_0196,L4+,0,0,304.02
L4_0197,L4+,0,0,566.18
L4_0198,L4+,0,0,33.97
L4_0199,L4+,0,0,128.46
L4_0200,L4+,0,0,3451.8
L4_0201,L4+,0,0,2684.64
L4_0202,L4+,0,0,3.96
L4_0203,L4+,0,0,2426.11
L4_0204,L4+,0,0,815.37
L4_0205,L4+,0,0,1619.47
L4_0206,L4+,0,0,485.19
L4_0207,L4+,0,0,579.87
L4_0208,L4+,0,0,536.87
L4_0209,L4+,0,0,879.36
L4_0210,L4+,0,0,120.33
L4_0211,L4+,0,0,24.35
L4_0212,L4+,0,0,294.45
L4_0213,L4+,0,0,975.76
L4_0214,L4+,0,0,180.37
L4_0215,L4+,0,0,895.29
L4_0216,L4+,0,0,2802.9
L4_0217,L4+,0,0,78.89
L4_0218,L4+,0,0,893.26
L4_0219,L4+,0,0,469.23
L4_0220,L4+,0,0,1620.83
L4_0221,L4+,0,0,155.98
L4_0222,L4+,0,0,943.75
L4_0223,L4+,0,0,1456.7
L4_0224,L4+,0,0,2314.75
L4_0225,L4+,0,0,919.71
L4_0226,L4+,0,0,550.01
L4_0227,L4+,0,0,769.55
L4_0228,L4+,0,0,1625.47
L4_0229,L4+,0,0,676.31
L4_0230,L4+,0,0,24.69
L4_0231,L4+,0,0,2138.32
L4_0232,L4+,0,0,935.73
L4_0233,L4+,0,0,902.88
L4_0234,L4+,0,0,194.35
L4_0235,L4+,0,0,860.43
L4_0236,L4+,0,0,400.52
L4_0237,L4+,0,0,842.68
L4_0238,L4+,0,0,90.17
L4_0239,L4+,0,0,857.99
L4_0240,L4+,0,0,5953.38
L4_0241,L4+,0,0,39.53
L4_0242,L4+,0,0,3023.89
L4_0243,L4+,0,0,417.92
L4_0244,L4+,0,0,1636.83
L4_0245,L4+,0,0,1220.02
L4_0246,L4+,0,0,669.64
L4_0247,L4+,0,0,1072.9
L4_0248,L4+,0,0,1686.38
L4_0249,L4+,0,0,414.2
L4_0250,L4+,0,0,316.85
L4_0251,L4+,0,0,881.12
L4_0252,L4+,0,0,1319.57
L4_0253,L4+,0,0,1149.35
L4_0254,L4+,0,0,1278.85
L4_0255,L4+,0,0,457.57
L4_0256,L4+,0,0,1362.27
L4_0257,L4+,0,0,102.46
L4_0258,L4+,0,0,629.07
L4_0259,L4+,0,0,4.62
L4_0260,L4+,0,0,313.94
L4_0261,L4+,0,0,365.15
L4_0262,L4+,0,0,403.57
L4_0263,L4+,0,0,951.18
L4_0264,L4+,0,0,393.55
L4_0265,L4+,0,0,476.37
L4_0266,L4+,0,0,216.97
L4_0267,L4+,0,0,373.77
L4_0268,L4+,0,0,206.26
L4_0269,L4+,0,0,60.81
L4_0270,L4+,0,0,739.96
L4_0271,L4+,0,0,882.61
L4_0272,L4+,0,0,772.99
L4_0273,L4+,0,0,498.14
L4_0274,L4+,0,0,382.15
L4_0275,L4+,0,0,1592.17
L4_0276,L4+,0,0,585.65
L4_0277,L4+,0,0,521.88
L4_0278,L4+,0,0,20.78
L4_0279,L4+,0,0,333.93
L4_0280,L4+,0,0,382.68
L4_0281,L4+,0,0,407.09
L4_0282,L4+,0,0,694.33
L4_0283,L4+,0,0,610.17
L4_0284,L4+,0,0,749.0
L4_0285,L4+,0,0,1158.14
L4_0286,L4+,0,0,1341.26
L4_0287,L4+,0,0,1013.03
L4_0288,L4+,0,0,2490.24
L4_0289,L4+,0,0,14.72
L4_0290,L4+,0,0,174.3
L4_0291,L4+,0,0,6.07
L4_0292,L4+,0,0,834.11
L4_0293,L4+,0,0,1826.47
L4_0294,L4+,0,0,223.22
L4_0295,L4+,0,0,2094.22
L4_0296,L4+,0,0,49.73
L4_0297,L4+,0,0,2179.78
L4_0298,L4+,0,0,346.63
L4_0299,L4+,0,0,85.55
L4_0300,L4+,0,0,532.23
L4_0301,L4+,0,0,237.41
L4_0302,L4+,0,0,268.24
L4_0303,L4+,0,0,293.72
L4_0304,L4+,0,0,1299.75
L4_0305,L4+,0,0,619.77
L4_0306,L4+,0,0,298.37
L4_0307,L4+,0,0,753.97
L4_0308,L4+,0,0,1007.45
L4_0309,L4+,0,0,254.65
L4_0310,L4+,0,0,426.93
L4_0311,L4+,0,0,103.98
L4_0312,L4+,0,0,159.88
L4_0313,L4+,0,0,914.35
L4_0314,L4+,0,0,160.17
L4_0315,L4+,0,0,595.83
L4_0316,L4+,0,0,987.67
L4_0317,L4+,0,0,90.42
L4_0318,L4+,0,0,670.19
L4_0319,L4+,0,0,237.18
L4_0320,L4+,0,0,2635.89
L4_0321,L4+,0,0,528.61
L4_0322,L4+,0,0,1311.89
L4_0323,L4+,0,0,639.21
L4_0324,L4+,0,0,35.51
L4_0325,L4+,0,0,802.24
L4_0326,L4+,0,0,2419.36
L4_0327,L4+,0,0,736.26
L4_0328,L4+,0,0,1368.24
L4_0329,L4+,0,0,1724.76
L4_0330,L4+,0,0,207.1
L4_0331,L4+,0,0,190.65
L4_0332,L4+,0,0,755.3
L4_0333,L4+,0,0,423.5
L4_0334,L4+,0,0,1465.37
L4_0335,L4+,0,0,1842.25
L4_0336,L4+,0,0,348.85
L4_0337,L4+,0,0,216.26
L4_0338,L4+,0,0,1213.22
L4_0339,L4+,0,0,257.05
L4_0340,L4+,0,0,1383.54
L4_0341,L4+,0,0,440.95
L4_0342,L4+,0,0,881.01
L4_0343,L4+,0,0,80.33
L4_0344,L4+,0,0,782.23
L4_0345,L4+,0,0,480.84
L4_0346,L4+,0,0,706.69
L4_0347,L4+,0,0,147.15
L4_0348,L4+,0,0,1068.1
L4_0349,L4+,0,0,1589.04
L4_0350,L4+,0,0,195.43
L4_0351,L4+,0,0,80.49
L4_0352,L4+,0,0,19.14
L4_0353,L4+,0,0,821.71
L4_0354,L4+,0,0,747.35
L4_0355,L4+,0,0,632.96
L4_0356,L4+,0,0,211.12
L4_0357,L4+,0,0,396.63
L4_0358,L4+,0,0,722.06
L4_0359,L4+,0,0,549.36
L4_0360,L4+,0,0,3524.11
L4_0361,L4+,0,0,117.35
L4_0362,L4+,0,0,950.33
L4_0363,L4+,0,0,414.44
L4_0364,L4+,0,0,447.17
L4_0365,L4+,0,0,1011.54
L4_0366,L4+,0,0,943.26
L4_0367,L4+,0,0,3791.51
L4_0368,L4+,0,0,109.93
L4_0369,L4+,0,0,87.95
L4_0370,L4+,0,0,1030.87
L4_0371,L4+,0,0,690.93
L4_0372,L4+,0,0,256.34
L4_0373,L4+,0,0,66.2
L4_0374,L4+,0,0,71.64
L4_0375,L4+,0,0,1796.89
L4_0376,L4+,0,0,170.42
L4_0377,L4+,0,0,312.51
L4_0378,L4+,0,0,205.63
L4_0379,L4+,0,0,350.8
L4_0380,L4+,0,0,57.56
L4_0381,L4+,0,0,585.61
L4_0382,L4+,0,0,56.01
L4_0383,L4+,0,0,1288.98
L4_0384,L4+,0,0,212.96
L4_0385,L4+,0,0,621.24
L4_0386,L4+,0,0,1696.74
L4_0387,L4+,0,0,841.87
L4_0388,L4+,0,0,609.07
L4_0389,L4+,0,0,313.64
L4_0390,L4+,0,0,323.97
L4_0391,L4+,0,0,885.69
L4_0392,L4+,0,0,4111.6
L4_0393,L4+,0,0,867.39
L4_0394,L4+,0,0,652.76
L4_0395,L4+,0,0,1049.4
L4_0396,L4+,0,0,500.7
L4_0397,L4+,0,0,49.62
L4_0398,L4+,0,0,660.97
L4_0399,L4+,0,0,2528.96
L4_0400,L4+,0,0,154.19
L4_0401,L4+,0,0,936.96
L4_0402,L4+,0,0,179.45
L4_0403,L4+,0,0,614.0
L4_0404,L4+,0,0,81.34
L4_0405,L4+,0,0,478.81
L4_0406,L4+,0,0,1129.01
L4_0407,L4+,0,0,341.64
L4_0408,L4+,0,0,874.69
L4_0409,L4+,0,0,1269.55
L4_0410,L4+,0,0,2095.79
L4_0411,L4+,0,0,213.93
L4_0412,L4+,0,0,407.75
L4_0413,L4+,0,0,132.29
